numero_processo,data_ajuizamento,tribunal,grau,nivel_sigilo,classe_codigo,classe_nome,orgao_julgador_codigo,orgao_julgador_nome,municipio_ibge,assuntos_nomes,duracao_processo_dias,ultimo_movimento_data,ultimo_movimento_codigo,ultimo_movimento_descricao
03003386120198240010,2019-02-06T10:13:45.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1588,2023-06-13T12:45:53.000Z,22,Baixa Definitiva
03027722820168240010,2016-10-04T13:58:30.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1377,2020-07-13T10:26:48.000Z,581,Documento
03016345520188240010,2018-06-11T22:31:30.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Efeito Suspensivo / Impugnação / Embargos à Execução,1997,2023-11-30T22:27:36.000Z,22,Baixa Definitiva
03001787020188240010,2018-01-29T18:43:57.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Perdas e Danos,1233,2021-06-16T14:18:38.000Z,22,Baixa Definitiva
03003333920198240010,2019-02-06T09:04:31.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,929,2021-08-23T15:38:17.000Z,22,Baixa Definitiva
03001584520198240010,2019-01-22T14:21:21.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Enriquecimento ilícito|Serviços Hospitalares,861,2021-06-01T17:34:10.000Z,22,Baixa Definitiva
03018577120198240010,2019-06-10T15:13:45.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Fatos Jurídicos,1134,2022-07-18T19:24:21.000Z,22,Baixa Definitiva
03008573620198240010,2019-03-22T10:23:44.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,430,2020-05-26T09:42:00.000Z,22,Baixa Definitiva
03036380220178240010,2017-12-08T09:29:20.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,"Contratos Bancários|Defeito, nulidade ou anulação",2016,2023-06-16T17:11:50.000Z,22,Baixa Definitiva
03008074420188240010,2018-04-09T11:17:42.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Efeito Suspensivo / Impugnação / Embargos à Execução,864,2020-08-20T23:54:06.000Z,22,Baixa Definitiva
03015831020198240010,2019-05-20T14:30:08.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1425,2023-04-14T18:32:55.000Z,22,Baixa Definitiva
03017139720198240010,2019-05-28T15:51:52.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Análise de Crédito,1272,2022-11-21T13:11:20.000Z,22,Baixa Definitiva
03005768020198240010,2019-02-26T11:08:18.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,996,2021-11-18T16:45:32.000Z,22,Baixa Definitiva
03002719620198240010,2019-01-31T15:21:00.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Obrigações,636,2020-10-29T11:26:42.000Z,85,Petição
03008625820198240010,2019-03-22T10:48:53.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,819,2021-06-18T16:18:14.000Z,581,Documento
03016853220198240010,2019-05-27T10:02:29.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cartão de Crédito,1498,2023-07-03T14:40:32.000Z,22,Baixa Definitiva
03010159120198240010,2019-04-02T10:05:52.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,709,2021-03-11T14:20:59.000Z,22,Baixa Definitiva
03015159420188240010,2018-05-30T17:09:17.000Z,TJSC,G1,0,37,Embargos de Terceiro Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Penhora / Depósito/ Avaliação ,2000,2023-11-20T19:00:53.000Z,22,Baixa Definitiva
03018594120198240010,2019-06-10T15:20:27.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,751,2021-07-01T15:24:12.000Z,22,Baixa Definitiva
03008582120198240010,2019-03-22T10:28:32.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,896,2021-09-03T17:21:48.000Z,22,Baixa Definitiva
03008478920198240010,2019-03-21T16:22:53.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1356,2022-12-07T15:00:38.000Z,22,Baixa Definitiva
03018663320198240010,2019-06-10T15:48:09.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1136,2022-07-21T14:50:36.000Z,22,Baixa Definitiva
03017372820198240010,2019-05-30T10:17:04.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Acidente de Trânsito,1139,2022-07-12T14:28:07.000Z,22,Baixa Definitiva
03011259020198240010,2019-04-10T08:42:49.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1461,2023-04-10T13:57:56.000Z,22,Baixa Definitiva
03004278420198240010,2019-02-13T17:30:23.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,519,2020-07-17T14:25:38.000Z,22,Baixa Definitiva
00017960220138240010,2013-05-02T00:00:00.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Acidente de Trânsito|Acidente de Trânsito,3685,2023-06-23T15:52:58.000Z,22,Baixa Definitiva
03001012720198240010,2019-01-17T14:44:42.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,1001,2021-10-14T18:50:08.000Z,22,Baixa Definitiva
03018671820198240010,2019-06-10T15:51:31.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1399,2023-04-10T14:00:42.000Z,22,Baixa Definitiva
03016203720198240010,2019-05-22T10:24:32.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1295,2022-12-07T15:01:48.000Z,22,Baixa Definitiva
03010087020178240010,2017-04-18T18:01:48.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Interpretação / Revisão de Contrato,2218,2023-05-16T18:12:22.000Z,22,Baixa Definitiva
03013849020168240010,2016-06-01T17:38:49.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento,2619,2023-08-04T16:00:57.000Z,22,Baixa Definitiva
03016212220198240010,2019-05-22T10:35:23.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,814,2021-08-13T13:33:20.000Z,22,Baixa Definitiva
03034839620178240010,2017-11-23T15:09:47.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Rescisão / Resolução,1261,2021-05-07T16:19:26.000Z,581,Documento
03009722820178240010,2017-04-13T16:51:26.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1848,2022-05-06T14:20:15.000Z,22,Baixa Definitiva
03008487420198240010,2019-03-21T16:29:02.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1599,2023-08-07T14:56:13.000Z,22,Baixa Definitiva
03026958220178240010,2017-09-13T13:57:27.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Seguro|Seguro|Correção Monetária|Juros de Mora - Legais / Contratuais|Indenização por Dano Moral,2200,2023-09-22T18:06:38.000Z,22,Baixa Definitiva
03001220320198240010,2019-01-18T15:05:06.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Ensino Superior|Prestação de Serviços,1701,2023-09-15T19:50:47.000Z,22,Baixa Definitiva
03017156720198240010,2019-05-28T16:05:23.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,826,2021-09-01T13:33:54.000Z,22,Baixa Definitiva
03008495920198240010,2019-03-21T16:37:45.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1086,2022-03-11T17:58:50.000Z,22,Baixa Definitiva
03001861320198240010,2019-01-24T11:11:41.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Empréstimo consignado,1758,2023-11-17T13:40:47.000Z,22,Baixa Definitiva
03007684720188240010,2018-04-04T14:18:37.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Seguro,1040,2021-02-09T03:04:06.000Z,22,Baixa Definitiva
03029175020178240010,2017-10-02T12:04:03.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Locação de Imóvel,1293,2021-04-17T22:28:06.000Z,12282,Expedida/Certificada
03017148220198240010,2019-05-28T15:59:51.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1192,2022-09-02T15:07:30.000Z,22,Baixa Definitiva
03008521420198240010,2019-03-21T17:04:07.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1441,2023-03-01T18:36:40.000Z,22,Baixa Definitiva
03009595320188240023,2018-02-06T11:43:45.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Seguro,1749,2022-11-21T13:21:00.000Z,22,Baixa Definitiva
03020034920188240010,2018-07-23T11:24:22.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento,1047,2021-06-04T14:06:53.000Z,22,Baixa Definitiva
03030696420188240010,2018-10-23T11:39:52.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento,755,2020-11-16T15:34:41.000Z,22,Baixa Definitiva
03008565120198240010,2019-03-22T10:19:05.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,920,2021-09-27T16:19:31.000Z,22,Baixa Definitiva
03031868920178240010,2017-10-27T17:06:51.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Nota Fiscal ou Fatura,1990,2023-04-10T14:04:05.000Z,22,Baixa Definitiva
03003403120198240010,2019-02-06T10:26:26.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Empréstimo consignado,1484,2023-03-01T18:16:41.000Z,22,Baixa Definitiva
03017104520198240010,2019-05-28T15:37:55.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,1487,2023-06-23T15:54:39.000Z,22,Baixa Definitiva
03011729820188240010,2018-05-03T11:15:25.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento,1554,2022-08-05T13:08:45.000Z,22,Baixa Definitiva
03018646320198240010,2019-06-10T15:40:55.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1211,2022-10-04T09:46:12.000Z,22,Baixa Definitiva
03002380920198240010,2019-01-30T11:32:41.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Nota Fiscal ou Fatura,667,2020-11-27T17:10:36.000Z,22,Baixa Definitiva
03035119820168240010,2016-12-19T14:04:15.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Adimplemento e Extinção,2551,2023-12-14T17:17:45.000Z,22,Baixa Definitiva
03024390820188240010,2018-08-28T16:13:33.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Efeito Suspensivo / Impugnação / Embargos à Execução,1749,2023-06-13T12:40:12.000Z,22,Baixa Definitiva
03016354020188240010,2018-06-11T22:41:05.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Efeito Suspensivo / Impugnação / Embargos à Execução,1927,2023-09-21T17:24:10.000Z,85,Petição
03016220720198240010,2019-05-22T10:40:06.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Fatos Jurídicos,433,2020-07-28T14:03:58.000Z,22,Baixa Definitiva
03010184620198240010,2019-04-02T10:23:28.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1345,2022-12-07T15:00:49.000Z,22,Baixa Definitiva
03012058820188240010,2018-05-04T13:24:45.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inadimplemento,1582,2022-09-02T15:12:48.000Z,22,Baixa Definitiva
03003342420198240010,2019-02-06T09:15:15.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,1657,2023-08-21T12:06:14.000Z,12143,Mudança de Assunto Processual
03003350920198240010,2019-02-06T09:22:01.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,1183,2022-05-04T18:15:00.000Z,22,Baixa Definitiva
03010297520198240010,2019-04-02T15:43:00.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,455,2020-06-30T17:16:54.000Z,22,Baixa Definitiva
03010400720198240010,2019-04-03T16:56:51.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1153,2022-05-31T13:30:49.000Z,22,Baixa Definitiva
03019729220198240010,2019-06-19T14:42:11.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito,1071,2022-05-25T17:50:30.000Z,22,Baixa Definitiva
03010877820198240010,2019-04-08T13:34:09.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,1516,2023-06-02T17:26:20.000Z,22,Baixa Definitiva
03013118420178240010,2017-05-22T14:15:53.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,2093,2023-02-14T01:58:38.000Z,1051,Decurso de Prazo
03027299120168240010,2016-09-29T16:32:32.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Compra e Venda,1706,2021-06-02T15:32:02.000Z,22,Baixa Definitiva
03005415720188240010,2018-03-09T16:32:59.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Agência e Distribuição,1300,2021-10-01T14:32:53.000Z,22,Baixa Definitiva
03014469620178240010,2017-05-29T16:46:30.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1281,2020-11-30T18:04:27.000Z,22,Baixa Definitiva
03003377620198240010,2019-02-06T10:04:41.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,1400,2022-12-07T15:00:14.000Z,22,Baixa Definitiva
03006117420188240010,2018-03-16T15:30:06.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Nota de Crédito Rural,1931,2023-06-30T09:09:16.000Z,581,Documento
03016207120188240010,2018-06-08T17:20:57.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,1899,2023-08-21T12:09:42.000Z,12143,Mudança de Assunto Processual
03023623320178240010,2017-08-11T17:19:26.000Z,TJSC,G1,0,12135,Tutela Antecipada Antecedente,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Compra e Venda,1124,2020-09-09T15:32:02.000Z,22,Baixa Definitiva
03014847420188240010,2018-05-28T11:47:31.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inclusão Indevida em Cadastro de Inadimplentes,2002,2023-11-20T19:01:26.000Z,22,Baixa Definitiva
03002416120198240010,2019-01-30T14:31:58.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Abatimento proporcional do preço |Interpretação / Revisão de Contrato,1594,2023-06-13T12:45:41.000Z,22,Baixa Definitiva
03014105420178240010,2017-05-26T17:06:32.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Acidente de Trânsito,2390,2023-12-12T13:35:53.000Z,123,Remessa
03027101720188240010,2018-09-20T15:50:22.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Acidente de Trânsito,1732,2023-06-19T09:02:09.000Z,581,Documento
03006169620188240010,2018-03-19T14:29:29.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,1915,2023-06-16T17:05:39.000Z,22,Baixa Definitiva
03002380620188240087,2018-03-29T10:21:39.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Efeito Suspensivo / Impugnação / Embargos à Execução,1539,2022-06-15T11:30:26.000Z,22,Baixa Definitiva
03014434420178240010,2017-05-29T15:54:35.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Execução Fiscal ,1802,2022-05-05T17:26:20.000Z,22,Baixa Definitiva
03033667120188240010,2018-11-16T14:00:54.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,"Defeito, nulidade ou anulação",1223,2022-03-24T13:19:47.000Z,22,Baixa Definitiva
03022189320168240010,2016-08-12T15:01:42.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Pagamento|Nota de Crédito Comercial,2159,2022-07-12T14:16:37.000Z,22,Baixa Definitiva
03017225920198240010,2019-05-28T18:11:30.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inexequibilidade do Título / Inexigibilidade da Obrigação,1373,2023-03-01T18:37:13.000Z,22,Baixa Definitiva
03006443020198240010,2019-03-01T11:17:40.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Repetição de indébito|Indenização por Dano Moral,635,2020-11-25T17:43:06.000Z,22,Baixa Definitiva
00008596020118240010,2011-03-01T00:00:00.000Z,TJSC,G1,0,12226,Notificação,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Promessa de Compra e Venda|Liminar ,3639,2021-02-24T17:53:08.000Z,22,Baixa Definitiva
03031256820168240010,2016-11-16T20:50:33.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1613,2021-04-17T22:44:23.000Z,12282,Expedida/Certificada
03006550520168240159,2016-08-16T11:52:07.000Z,TJSC,G1,0,1707,Reintegração / Manutenção de Posse,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Esbulho / Turbação / Ameaça,2180,2022-08-05T13:06:48.000Z,22,Baixa Definitiva
03018420520198240010,2019-06-07T14:44:25.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inclusão Indevida em Cadastro de Inadimplentes,1154,2022-08-05T13:12:06.000Z,22,Baixa Definitiva
03012514320198240010,2019-04-17T23:27:23.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Evicção ou Vicio Redibitório|Rescisão do contrato e devolução do dinheiro,1205,2022-08-05T13:09:09.000Z,22,Baixa Definitiva
03014729420178240010,2017-05-31T12:08:01.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Material,1483,2021-06-22T17:49:59.000Z,22,Baixa Definitiva
03010569220188240010,2018-04-24T16:32:29.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Material|Indenização por Dano Moral,1671,2022-11-21T13:11:45.000Z,22,Baixa Definitiva
03004185920188240010,2018-02-26T15:41:03.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1122,2021-03-25T08:20:45.000Z,12282,Expedida/Certificada
03033748220178240010,2017-11-14T11:25:43.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1242,2021-04-09T16:33:18.000Z,22,Baixa Definitiva
03020673020168240010,2016-07-29T21:51:45.000Z,TJSC,G1,0,172,Embargos à Execução,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Extinção da Execução|Causas Supervenientes à Sentença,1389,2020-05-19T18:23:07.000Z,22,Baixa Definitiva
03029308320168240010,2016-10-25T14:10:38.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Espécies de Contratos|Compra e Venda,2578,2023-11-17T13:49:21.000Z,22,Baixa Definitiva
03016946220178240010,2017-06-23T09:37:05.000Z,TJSC,G1,0,12154,Execução de Título Extrajudicial,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Compromisso,2314,2023-10-24T15:07:18.000Z,22,Baixa Definitiva
03018568620198240010,2019-06-10T15:08:11.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Fatos Jurídicos,368,2020-06-12T17:55:20.000Z,22,Baixa Definitiva
03027766520168240010,2016-10-04T14:17:31.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1444,2020-09-18T09:45:54.000Z,581,Documento
03018889120198240010,2019-06-12T11:38:50.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Empréstimo consignado,770,2021-07-21T13:55:24.000Z,22,Baixa Definitiva
03025441920178240010,2017-08-28T17:43:44.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral|Inclusão Indevida em Cadastro de Inadimplentes,1773,2022-07-07T14:39:35.000Z,22,Baixa Definitiva
03031261920178240010,2017-10-23T19:09:33.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inclusão Indevida em Cadastro de Inadimplentes,1259,2021-04-05T14:52:11.000Z,22,Baixa Definitiva
03006267620178240075,2017-02-03T11:31:09.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Contratos Bancários,2219,2023-03-03T14:26:06.000Z,22,Baixa Definitiva
03023309120188240010,2018-08-20T15:03:24.000Z,TJSC,G1,0,1707,Reintegração / Manutenção de Posse,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Aquisição,1761,2023-06-16T17:16:09.000Z,22,Baixa Definitiva
03019702520198240010,2019-06-19T11:19:22.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Direito de Imagem,1251,2022-11-21T13:24:58.000Z,22,Baixa Definitiva
03023161020188240010,2018-08-17T14:44:30.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral|Inclusão Indevida em Cadastro de Inadimplentes,1652,2023-02-25T09:08:19.000Z,22,Baixa Definitiva
03034171920178240010,2017-11-17T11:22:11.000Z,TJSC,G1,0,40,Monitória,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Cheque,1248,2021-04-18T14:24:58.000Z,12282,Expedida/Certificada
03010270820198240010,2019-04-02T15:09:20.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Inclusão Indevida em Cadastro de Inadimplentes|Antecipação de Tutela / Tutela Específica,614,2020-12-07T14:39:10.000Z,22,Baixa Definitiva
03032093520178240010,2017-10-31T09:34:14.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Seguro,1044,2020-09-09T15:29:48.000Z,22,Baixa Definitiva
03027543620188240010,2018-09-25T09:23:48.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,1843,2023-10-13T09:00:45.000Z,581,Documento
03021028720168240010,2016-08-03T11:42:58.000Z,TJSC,G1,0,7,Procedimento Comum Cível,4601,2ª Vara Cível da Comarca de Braço do Norte,4202800,Indenização por Dano Moral,2177,2022-07-21T14:49:59.000Z,22,Baixa Definitiva
